Name,Distance,Latitude_x,Longitude_x,Latitude_y,Longitude_y,Rating,Review Count
Unchai Thai Restaurant,,,,49.265112,-123.145913,4.5,85.0
Urban Tadka,,,,49.27827,-123.07566,5.0,9.0
Viet Family- The Vegan House,,,,49.27182591723078,-123.06974969875908,5.0,22.0
Viet House,,,,49.2546156379752,-123.114992380142,3.5,73.0
Vij's Restaurant,,,,49.25754,-123.11479,4.0,402.0
Vonns,,,,49.28724,-123.14124,4.5,40.0
Water Street Cafe,,,,49.2842264,-123.1090181,3.5,320.0
Westcoast Poke,,,,49.26409,-123.1140415,4.0,173.0
Won More Szechuan Cuisine,,,,49.28723,-123.14144,4.0,79.0
Xing Fu Tang Canada,,,,49.254554,-123.1149538,3.5,151.0
Yasma,,,,49.293372954206546,-123.1321844713631,4.5,28.0
Yolks,,,,49.2631139,-123.1163529,3.5,355.0
Yu Shang Hot Pot,,,,49.263149,-123.125629,4.5,80.0
Yuji's From Japan,,,,49.26829655056762,-123.18604454110448,4.0,53.0
Zakkushi Dining On Main,,,,49.24910063019759,-123.1015460312003,4.0,222.0
Zakkushi on Denman,,,,49.29108,-123.13643,4.0,258.0
Zarak By Afghan Kitchen,,,,49.266224,-123.1006089,4.5,86.0
iDen & Quan Ju De Beijing Duck House,,,,49.26021,-123.1148451,3.5,112.0
